ID,출생연도,고객_교육수준,고객_결혼여부,고객_소득,고객_자녀수,고객_청소년수,고객_가입날짜,고객_최신구매일_경과기간,고객_와인_구매금액,고객_과일_구매금액,고객_육류_구매금액,고객_생선_구매금액,고객_사탕_구매금액,고객_골드_구매금액,고객_할인품목_구매횟수,고객_회사사이트_통한_구매횟수,고객_카탈로그_통한_구매횟수,고객_매장방문_구매횟수,고객_지난달_회사사이트_방문횟수,캠페인1_수락여부,캠페인2_수락여부,캠페인3_수락여부,캠페인4_수락여부,캠페인5_수락여부,불만제기,target
train_600,1972,박사,기혼,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0
train_601,1986,고졸,미혼,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0
train_602,1956,박사,동거,77376.0,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0
train_603,1983,학사,미혼,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0
train_604,1981,학사,미혼,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,0,0,1,0,0,0
train_605,1987,학사,기혼,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0
train_606,1988,고졸,기혼,15716.0,1,0,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0
train_607,1949,박사,기혼,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0
train_608,1971,학사,기혼,,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0
train_609,1943,박사,기혼,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
train_610,1962,학사,기혼,55759.0,0,1,2012-11-28,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0
train_611,1955,석사,미혼,36927.0,1,1,2014-06-02,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0
train_612,1982,초졸_중졸,미혼,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0
train_613,1989,석사,이혼,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0
train_614,1991,학사,미혼,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0
train_615,1979,학사,기혼,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0
train_616,1956,고졸,기혼,53230.0,0,1,2012-08-03,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0
train_617,1980,학사,미혼,30828.0,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0
train_618,1953,석사,기혼,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0
train_619,1978,박사,기혼,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
train_620,1974,학사,미혼,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,0,0,1,0,0,0,1
train_621,1974,학사,이혼,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0
train_622,1991,학사,미혼,49767.0,0,0,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0
train_623,1986,학사,미혼,26816.0,0,0,2012-08-17,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0
train_624,1971,박사,동거,29732.0,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0
train_625,1979,석사,동거,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0
train_626,1966,학사,미혼,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1
train_627,1961,박사,동거,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,0
train_628,1959,학사,동거,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0
train_629,1980,학사,미혼,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0
train_630,1958,학사,동거,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
train_631,1975,박사,동거,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0
train_632,1957,박사,기혼,,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0
train_633,1973,박사,기혼,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
train_634,1968,학사,동거,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0
train_635,1984,학사,기혼,24570.0,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0
train_636,1955,학사,동거,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0
train_637,1982,박사,동거,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
train_638,1959,학사,기혼,42243.0,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0
train_639,1962,학사,미혼,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0
train_640,1973,박사,,48432.0,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,0
train_641,1966,학사,동거,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0
train_642,1970,박사,동거,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
train_643,1973,초졸_중졸,기혼,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
train_644,1956,학사,기혼,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0
train_645,1958,,이혼,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0
train_646,1951,박사,미혼,64950.0,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7,0,0,0,1,0,0,0
train_647,1951,학사,기혼,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0
train_648,1972,석사,기혼,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0
train_649,1968,학사,미혼,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0
train_650,1975,석사,동거,34176.0,0,1,2014-01-22,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0
train_651,1972,학사,이혼,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0
train_652,1950,박사,동거,5648.0,1,1,2014-03-13,68,28,0,6,1,1,13,1,1,0,0,20,0,0,1,0,0,0,0
train_653,1974,학사,동거,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,1,0,0
train_654,1976,고졸,기혼,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0
train_655,1968,학사,미혼,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0
train_656,1977,학사,동거,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,1,0,0,1,1,0,1
train_657,1965,석사,기혼,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0
train_658,1975,박사,기혼,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0
train_659,1954,학사,이혼,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,1,1,0,1,1,0,1
train_660,1991,초졸_중졸,미혼,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0
train_661,1993,학사,,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,1,0,0,0,1,0,1
train_662,1975,박사,기혼,79174.0,0,0,2013-01-11,2,1074,37,518,193,92,129,1,5,6,7,2,1,0,0,0,1,0,1
train_663,1989,,기혼,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
train_664,1971,학사,기혼,52914.0,0,1,2013-01-07,32,254,10,44,30,10,227,2,7,3,3,7,0,0,1,0,0,0,0
train_665,1984,학사,동거,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1
train_666,1952,석사,기혼,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0
train_667,1980,박사,기혼,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0
train_668,1975,학사,동거,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0
train_669,1966,박사,기혼,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0
train_670,1952,박사,기혼,54549.0,0,1,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0
train_671,1959,학사,이혼,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,0,0,1,0,0,0
train_672,1975,석사,미혼,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
train_673,1959,,미혼,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,0,0,1,0,0,0
train_674,1977,학사,동거,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0
train_675,1965,석사,동거,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0
train_676,1972,고졸,기혼,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0
train_677,1983,박사,기혼,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,1,0,0,1,1,0,1
train_678,1972,석사,기혼,76234.0,0,1,2014-02-06,21,519,50,167,130,0,41,1,8,3,11,3,0,0,0,1,0,0,0
train_679,1968,석사,이혼,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
train_680,1973,학사,기혼,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,1,0,0,0,1,0,0
train_681,1970,학사,동거,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
train_682,1955,학사,기혼,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,0,0,1,0,0,0
train_683,1969,석사,동거,66476.0,0,1,2013-12-04,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0
train_684,1972,학사,기혼,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0
train_685,1987,고졸,기혼,30390.0,0,0,2013-09-02,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0
train_686,1952,고졸,동거,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
train_687,1955,박사,미혼,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,0,0,1,0,0,1
train_688,1966,박사,기혼,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0
train_689,1952,석사,동거,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,1,0,0,0
train_690,1986,초졸_중졸,미혼,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
train_691,1984,학사,기혼,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0
train_692,1979,초졸_중졸,미혼,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0
train_693,1975,학사,기혼,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0
train_694,1995,학사,미혼,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
train_695,1957,고졸,이혼,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0
train_696,1949,석사,동거,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,0,1
train_697,1963,박사,동거,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0
train_698,1980,석사,기혼,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,0,0,1,0,0,0,0
train_699,1977,석사,기혼,27889.0,1,0,2013-07-05,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0
train_700,1985,학사,기혼,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,1,0,0,0,1,0,0
train_701,1972,학사,기혼,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0
train_702,1971,학사,미혼,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0
train_703,1952,학사,기혼,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0
train_704,1973,고졸,동거,69401.0,0,1,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0
train_705,1954,학사,동거,36807.0,1,1,2012-12-20,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0
train_706,1955,석사,기혼,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0
train_707,1945,학사,사별,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0
train_708,1973,박사,기혼,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0
train_709,1972,학사,미혼,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1
train_710,1949,박사,동거,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
train_711,1973,학사,기혼,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0
train_712,1969,석사,기혼,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
train_713,1988,고졸,기혼,23331.0,1,0,2012-09-04,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0
train_714,1963,박사,사별,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0
train_715,1975,석사,기혼,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0
train_716,1989,학사,미혼,46107.0,1,0,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0
train_717,1955,학사,사별,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,0,1
train_718,1957,학사,미혼,78499.0,0,0,2013-11-23,12,912,72,170,47,36,97,1,11,3,4,4,0,0,0,0,1,0,1
train_719,1975,학사,미혼,33955.0,1,0,2013-08-09,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0
train_720,1959,박사,기혼,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0
train_721,1964,박사,기혼,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
train_722,1992,석사,미혼,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0
train_723,1970,학사,미혼,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0
train_724,1978,학사,기혼,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
train_725,1977,학사,기혼,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0
train_726,1977,석사,기혼,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0
train_727,1948,박사,기혼,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
train_728,1951,,이혼,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0
train_729,1970,학사,이혼,64713.0,1,0,2014-02-07,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1
train_730,1976,학사,기혼,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0
train_731,1975,석사,기혼,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0
train_732,1952,고졸,미혼,64831.0,1,1,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0
train_733,1980,학사,동거,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0
train_734,1969,학사,기혼,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
train_735,1978,박사,기혼,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0
train_736,1978,학사,이혼,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0
train_737,1988,박사,기혼,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0
train_738,1951,초졸_중졸,기혼,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0
train_739,1975,고졸,기혼,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0
train_740,1979,학사,기혼,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0
train_741,1978,고졸,동거,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0
train_742,1960,학사,사별,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,0,0,1,0,0,0
train_743,1948,박사,기혼,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0
train_744,1972,박사,미혼,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1
train_745,1979,학사,이혼,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1
train_746,1979,학사,동거,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0
train_747,1974,박사,기혼,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0
train_748,1953,석사,사별,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,0,1
train_749,1970,고졸,이혼,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1
train_750,1996,초졸_중졸,기혼,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0
train_751,1971,박사,동거,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0
train_752,1958,박사,동거,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
train_753,1971,학사,미혼,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0
train_754,1957,고졸,기혼,82347.0,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,0,1
train_755,1988,학사,미혼,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0
train_756,1976,박사,동거,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
train_757,1970,박사,기혼,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0
train_758,1978,학사,미혼,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0
train_759,1954,학사,미혼,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,0,0,1,0,0,0,1
train_760,1958,박사,동거,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0
train_761,1949,석사,사별,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0
train_762,1952,학사,미혼,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0
train_763,1967,학사,이혼,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,0,1
train_764,1977,학사,기혼,71855.0,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0
train_765,1970,박사,동거,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0
train_766,1978,학사,동거,16531.0,1,0,2014-06-18,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0
train_767,1981,고졸,기혼,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,1,0,0,0,1
train_768,1951,학사,미혼,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0
train_769,1941,박사,기혼,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,0,0,1,0,0
train_770,1977,고졸,동거,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,0,1
train_771,1976,박사,이혼,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0
train_772,1956,학사,기혼,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1
train_773,1959,학사,동거,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0
train_774,1987,박사,기혼,51563.0,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,0,1,1,0,0
train_775,1966,석사,동거,45903.0,0,1,2014-04-23,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0
train_776,1967,박사,기혼,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1
train_777,1962,학사,기혼,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0
train_778,1953,박사,이혼,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1
train_779,1950,학사,이혼,82460.0,0,0,2013-12-02,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0
train_780,1956,석사,동거,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,1,0,0
train_781,1976,석사,미혼,72309.0,0,0,2013-03-11,64,960,0,883,50,38,0,1,5,6,8,3,1,0,0,0,0,0,1
train_782,1957,학사,기혼,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0
train_783,1956,학사,이혼,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0
train_784,1981,학사,미혼,41967.0,1,1,2013-11-23,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0
train_785,1961,학사,미혼,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
train_786,1966,학사,기혼,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0
train_787,1975,학사,동거,60934.0,0,1,2014-01-17,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0
train_788,1956,석사,기혼,90226.0,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,1,0,0,0,0,0,0
train_789,1984,학사,동거,26646.0,1,0,2014-02-10,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0
train_790,1971,학사,미혼,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
train_791,1975,학사,미혼,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
train_792,1967,석사,미혼,59235.0,1,0,2013-01-12,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0
train_793,1958,학사,이혼,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0
train_794,1978,학사,기혼,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0
train_795,1966,학사,이혼,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,0,0,1,0,0,0,0
train_796,1985,학사,미혼,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0
train_797,1967,고졸,동거,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0
train_798,1958,학사,동거,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0
train_799,1981,학사,동거,88325.0,0,0,2014-02-05,42,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0,0
train_800,1973,박사,기혼,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,0,0,1,0,0
